1	1	62	150	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	200	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	250	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	300	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	350	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	400	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	450	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	500	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	550	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	600	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	650	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	700	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	750	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	800	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	850	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	900	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	950	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1000	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1050	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1100	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1150	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1200	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1250	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1300	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	150	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	200	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	250	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	300	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	350	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	400	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	450	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	500	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	550	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	600	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	650	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	700	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	750	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	800	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	850	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	900	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	950	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1000	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1050	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1100	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1150	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1200	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1250	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	1300	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	150	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	200	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	250	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	300	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	350	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	400	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	450	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	500	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	550	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	600	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	650	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	700	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	750	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	800	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
1	1	62	850	0.3	0	4.5	3	100	-60	-40	0.7	0.03	-2	-50	100	35	NaN	NaN	NaN	NaN	0		NaN			NaN			NaN		118
